06:49:18 node->uv_mutex_init(0x3921920, 0x7ffdb6a07b18, 0x7ffdb6a07b38, 0x386bef8) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d15c8, 0xdfe02c0, 0xe439760, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d1c88, 0xdf47000, 0xe4382d0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d2338, 0xe1aa570, 0xe226820, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d29e8, 0xe204360, 0xe439e30, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d30a8, 0xe1e1750, 0xe439d90, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3d3758, 0xe1d0ed0, 0xe137640, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe40fe08, 0xe214830, 0xe43a430, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe410488, 0xe242630, 0xe43a480, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe410b38, 0xe2b3bb0, 0xe43a4d0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe4111e8, 0xe2668c0, 0xe43aad0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe411898, 0xe12fb10, 0xe2b55d0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe411f58, 0xe251250, 0xe2b5670, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe412618, 0xe6159f0, 0xe42b600, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe412cd8, 0xe622a70, 0xe43ab20, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_strerror(0xfffffffe, 0xdec6000, 0xdf33980, 0xdf4a750) = 0x7f16e7d5b7bf
06:49:23 node->uv_err_name(0xfffffffe, 0xdec6000, 0, 0xdf4a750) = 0x7f16e7d5b336
06:49:23 node->uv_fs_req_cleanup(0xe413388, 0xdf33980, 0, 2) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_strerror(0xfffffffe, 0xdec6000, 0xdf33980, 0xdf4a750) = 0x7f16e7d5b7bf
06:49:23 node->uv_err_name(0xfffffffe, 0xdec6000, 0, 0xdf4a750) = 0x7f16e7d5b336
06:49:23 node->uv_fs_req_cleanup(0xe413a38, 0xdf33980, 0, 2) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe403dd8, 0xe631440, 0xe2a62c0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe4043e8, 0xe14a5f0, 0xe41f370, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe404a98, 0xe16e760, 0xe41f3c0, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe405138, 0xe199be0, 0xe41f410, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe4057d8, 0xe1d1f50, 0xe41fa10, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe405e78, 0xe2d61d0, 0xe41fa60, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe406518, 0xe270ef0, 0xe41fab0, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe406bb8, 0xdf7d150, 0xe4200b0, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe407258, 0xe1d9ec0, 0xe420100, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe4078f8, 0xe3ec2d0, 0xe420150, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f6b18, 0xe3ec980, 0xe420740, 0) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f7168, 0xe1f2bf0, 0xe420790, 0xe3ec980) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f7808, 0xe20d590, 0xe4207e0, 0xe1f2bf0) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f7e98, 0xe257770, 0xe150930, 0xe20d590) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_strerror(0xfffffffe, 0xdec6000, 0xdf33980, 0xdf4a750) = 0x7f16e7d5b7bf
06:49:23 node->uv_err_name(0xfffffffe, 0xdec6000, 0, 0xdf4a750) = 0x7f16e7d5b336
06:49:23 node->uv_fs_req_cleanup(0xe3f8538, 0xdf33980, 0, 2) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f8bf8, 0xe3e0100, 0xe1509d0, 65) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f9268, 0xe2bb190, 0xe20b4b0, 0xe623110) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f9908, 0xe1c3bf0, 0xe2ac6a0, 0xe2bb190) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3f9f98, 0xe5e86a0, 0xe20b500, 0xe1c3bf0) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe3fa638, 0xe3d07d0, 0xe0f5eb0, 0xe5e86a0) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe4370b8, 0xe3d14b0, 0xe0f5f00, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe437708, 0xe59d830, 0xe0f5f50, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_strerror(0xfffffffe, 0xdec6000, 0xdf33980, 0xdf4a750) = 0x7f16e7d5b7bf
06:49:23 node->uv_err_name(0xfffffffe, 0xdec6000, 0, 0xdf4a750) = 0x7f16e7d5b336
06:49:23 node->uv_fs_req_cleanup(0xe437d88, 0xdf33980, 0, 2) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe438438, 0xe283ff0, 0xe606cb0, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe438ad8, 0xe14c5f0, 0xe5f7ca0, 49) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_strerror(0xfffffffe, 0xdec6000, 0xdf33980, 0xdf4a750) = 0x7f16e7d5b7bf
06:49:23 node->uv_err_name(0xfffffffe, 0xdec6000, 0, 0xdf4a750) = 0x7f16e7d5b336
06:49:23 node->uv_fs_req_cleanup(0xe439178, 0xdf33980, 0, 2) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 128, 2, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe439838, 0xe666ab0, 0xe5f7660, 0xe14c620) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
06:49:23 node->uv_fs_req_cleanup(0xe439ee8, 0xe4103a0, 0xe5f6c60, 0xe666ab0) = 0x7f16e4eb3b00
06:49:23 libuv.so.1->uv_once(0x7f16e7d67230, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_mutex_lock(0x7f16e7d671c0, 0x7f16e7d40750, 1, 0x7f16e7d486d0) = 0
06:49:23 libuv.so.1->uv_cond_signal(0x7f16e7d67200, 0, 1, 0) = 0
06:49:23 libuv.so.1->uv_mutex_unlock(0x7f16e7d671c0, 129, 1, 0x7f16e4f43d7f) = 0
